utc,family,ticker,side,target,ref,qual_score,qual_size,levels,book_depth,share_at_20
2026-09-07T08:03:42+00:00,KXCOPPER15M,KXCOPPER15M-26SEP070415-15,no,300,0.3300,411.68,411.68,2,12678.09,0.04633
2026-09-07T08:03:42+00:00,KXSILVER15M,KXSILVER15M-26SEP070415-15,yes,300,0.6600,1296.00,2472.00,2,35816.27,0.01520
2026-09-07T08:03:42+00:00,KXSILVER15M,KXSILVER15M-26SEP070415-15,no,300,0.3200,304.88,304.88,2,35784.03,0.06156
2026-09-07T08:03:42+00:00,KXWTI15M,KXWTI15M-26SEP070415-15,yes,300,0.5000,575.30,575.30,1,49173.23,0.03360
2026-09-07T08:03:42+00:00,KXWTI15M,KXWTI15M-26SEP070415-15,no,300,0.4900,2356.03,2356.03,1,42943.07,0.00842
2026-09-07T08:03:42+00:00,KXGOLD15M,KXGOLD15M-26SEP070415-15,yes,300,0.9200,1084.33,1084.33,1,19121.21,0.01811
2026-09-07T08:03:42+00:00,KXGOLD15M,KXGOLD15M-26SEP070415-15,no,300,0.0790,270.00,320.00,3,181263.89,0.06897
2026-09-07T08:03:42+00:00,KXCRYPTOLEAD15M,KXCRYPTOLEAD15M-26SEP070415-XRP,yes,1000,0.1100,1120.00,1120.00,2,5483.00,0.01754
2026-09-07T08:03:42+00:00,KXCRYPTOLEAD15M,KXCRYPTOLEAD15M-26SEP070415-XRP,no,1000,0.7200,1240.00,1240.00,2,7073.00,0.01587
2026-09-07T08:04:43+00:00,KXNATGAS15M,KXNATGAS15M-26SEP070415-15,yes,300,0.6400,208.36,318.10,4,15280.56,0.08758
2026-09-07T08:04:43+00:00,KXNATGAS15M,KXNATGAS15M-26SEP070415-15,no,300,0.3500,130.78,2262.00,3,14990.50,0.13264
2026-09-07T08:04:43+00:00,KXCOPPER15M,KXCOPPER15M-26SEP070415-15,yes,300,0.3900,471.88,471.88,2,14586.96,0.04066
2026-09-07T08:04:43+00:00,KXCOPPER15M,KXCOPPER15M-26SEP070415-15,no,300,0.5600,1139.55,2174.55,4,14447.96,0.01725
2026-09-07T08:04:43+00:00,KXSILVER15M,KXSILVER15M-26SEP070415-15,yes,300,0.2900,172.22,381.24,3,37284.66,0.10405
2026-09-07T08:04:43+00:00,KXSILVER15M,KXSILVER15M-26SEP070415-15,no,300,0.7000,2308.00,2308.00,1,35544.95,0.00859
2026-09-07T08:04:43+00:00,KXWTI15M,KXWTI15M-26SEP070415-15,yes,300,0.3700,1330.74,1330.74,2,45718.88,0.01481
2026-09-07T08:04:43+00:00,KXWTI15M,KXWTI15M-26SEP070415-15,no,300,0.6100,1237.25,2288.50,2,43141.36,0.01591
2026-09-07T08:04:43+00:00,KXGOLD15M,KXGOLD15M-26SEP070415-15,yes,300,0.8500,1837.00,1837.00,2,169044.53,0.01077
2026-09-07T08:04:43+00:00,KXGOLD15M,KXGOLD15M-26SEP070415-15,no,300,0.1300,3713.00,3713.00,1,181649.97,0.00536
2026-09-07T08:04:43+00:00,KXCRYPTOLEAD15M,KXCRYPTOLEAD15M-26SEP070415-XRP,yes,1000,0.1200,1000.00,1000.00,1,5363.00,0.01961
2026-09-07T08:04:43+00:00,KXCRYPTOLEAD15M,KXCRYPTOLEAD15M-26SEP070415-XRP,no,1000,0.7600,278.75,1360.00,4,7073.00,0.06695
2026-09-07T08:05:45+00:00,KXNATGAS15M,KXNATGAS15M-26SEP070415-15,yes,300,0.8200,239.75,350.00,3,16751.06,0.07700
2026-09-07T08:05:45+00:00,KXNATGAS15M,KXNATGAS15M-26SEP070415-15,no,300,0.1700,142.61,2270.10,5,12856.50,0.12299
2026-09-07T08:05:45+00:00,KXCOPPER15M,KXCOPPER15M-26SEP070415-15,yes,300,0.1900,378.27,378.27,2,15097.85,0.05022
2026-09-07T08:05:45+00:00,KXCOPPER15M,KXCOPPER15M-26SEP070415-15,no,300,0.7800,1223.00,2243.00,2,14919.50,0.01609
2026-09-07T08:05:45+00:00,KXSILVER15M,KXSILVER15M-26SEP070415-15,yes,300,0.2100,235.50,309.00,2,36488.90,0.07828
2026-09-07T08:05:45+00:00,KXSILVER15M,KXSILVER15M-26SEP070415-15,no,300,0.7800,2096.38,2096.38,1,37000.70,0.00945
2026-09-07T08:05:45+00:00,KXWTI15M,KXWTI15M-26SEP070415-15,yes,300,0.3200,352.45,352.45,2,45534.77,0.05370
2026-09-07T08:05:45+00:00,KXWTI15M,KXWTI15M-26SEP070415-15,no,300,0.6600,1329.10,2419.10,2,43064.66,0.01482
2026-09-07T08:05:45+00:00,KXGOLD15M,KXGOLD15M-26SEP070415-15,yes,300,0.8700,4015.30,4015.30,1,170982.48,0.00496
2026-09-07T08:05:45+00:00,KXGOLD15M,KXGOLD15M-26SEP070415-15,no,300,0.1200,637.00,637.00,1,180809.06,0.03044
2026-09-07T08:05:45+00:00,KXCRYPTOLEAD15M,KXCRYPTOLEAD15M-26SEP070415-XRP,yes,1000,0.1000,1120.00,1120.00,2,5483.00,0.01754
2026-09-07T08:05:45+00:00,KXCRYPTOLEAD15M,KXCRYPTOLEAD15M-26SEP070415-XRP,no,1000,0.7300,1120.00,1120.00,2,7073.00,0.01754
2026-09-07T08:06:46+00:00,KXNATGAS15M,KXNATGAS15M-26SEP070415-15,yes,300,0.7200,191.92,329.00,5,16566.56,0.09438
2026-09-07T08:06:46+00:00,KXNATGAS15M,KXNATGAS15M-26SEP070415-15,no,300,0.2600,66.63,2337.54,8,16095.84,0.23088
2026-09-07T08:06:46+00:00,KXCOPPER15M,KXCOPPER15M-26SEP070415-15,yes,300,0.0400,800.50,1509.00,3,5466.79,0.02438
2026-09-07T08:06:46+00:00,KXCOPPER15M,KXCOPPER15M-26SEP070415-15,no,300,0.9300,300.00,300.00,1,12547.96,0.06250
2026-09-07T08:06:46+00:00,KXSILVER15M,KXSILVER15M-26SEP070415-15,yes,300,0.3000,387.00,387.00,1,36948.08,0.04914
2026-09-07T08:06:46+00:00,KXSILVER15M,KXSILVER15M-26SEP070415-15,no,300,0.6900,2175.00,2175.00,1,35402.62,0.00911
2026-09-07T08:06:46+00:00,KXWTI15M,KXWTI15M-26SEP070415-15,yes,300,0.1700,2447.00,2447.00,1,43170.03,0.00811
2026-09-07T08:06:46+00:00,KXWTI15M,KXWTI15M-26SEP070415-15,no,300,0.8200,184.77,304.54,2,46475.06,0.09767
2026-09-07T08:06:46+00:00,KXGOLD15M,KXGOLD15M-26SEP070415-15,yes,300,0.8800,878.21,878.21,1,35069.78,0.02227
2026-09-07T08:06:46+00:00,KXGOLD15M,KXGOLD15M-26SEP070415-15,no,300,0.1100,1205.00,1205.00,1,176596.55,0.01633
